date,user_id,session_id,page,source,device,country,duration,visits,timestamp
2025-01-13,146,sess_93,about,facebook,mobile,UK,22.6,3,2025-01-13 14:59:00
2025-01-13,68,sess_582,product,google,desktop,Japan,93.4,7,2025-01-13 15:18:00
2025-01-13,242,sess_1017,home,google,desktop,China,175.5,6,2025-01-13 16:48:00
2025-01-13,164,sess_831,home,google,mobile,China,18.1,9,2025-01-13 19:12:00
2025-01-13,160,sess_732,product,google,desktop,China,31.1,7,2025-01-13 19:18:00
2025-01-13,262,sess_532,product,email,desktop,China,17.3,8,2025-01-13 20:17:00
2025-01-13,55,sess_111,product,direct,mobile,USA,201.6,10,2025-01-13 21:59:00
2025-01-13,339,sess_443,about,direct,mobile,France,99.2,7,2025-01-13 22:06:00
2025-01-13,107,sess_288,home,direct,tablet,USA,85.2,11,2025-01-13 23:36:00
2025-01-14,338,sess_171,home,google,desktop,China,97.7,10,2025-01-14 00:57:00
2025-01-14,228,sess_798,product,twitter,mobile,Other,14.5,4,2025-01-14 01:04:00
2025-01-14,355,sess_653,home,google,tablet,Germany,43.8,3,2025-01-14 01:25:00
2025-01-14,48,sess_893,contact,direct,desktop,China,138.1,8,2025-01-14 01:28:00
2025-01-14,54,sess_827,cart,google,tablet,China,41.4,5,2025-01-14 02:30:00
2025-01-14,184,sess_1087,product,facebook,desktop,USA,15.5,8,2025-01-14 03:16:00
2025-01-14,150,sess_777,product,google,mobile,USA,232.9,7,2025-01-14 03:51:00
2025-01-14,113,sess_1029,about,facebook,mobile,USA,193.1,5,2025-01-14 08:36:00
2025-01-14,72,sess_992,product,facebook,desktop,Germany,91.1,5,2025-01-14 09:26:00
2025-01-14,165,sess_1165,home,facebook,mobile,China,86.2,6,2025-01-14 10:21:00
2025-01-14,37,sess_599,product,google,mobile,USA,133.8,7,2025-01-14 10:46:00
2025-01-14,282,sess_894,home,direct,desktop,China,179.6,2,2025-01-14 12:11:00
2025-01-14,167,sess_666,cart,google,desktop,USA,73.5,8,2025-01-14 13:43:00
2025-01-14,209,sess_873,product,google,tablet,China,254.0,4,2025-01-14 14:13:00
2025-01-14,322,sess_618,product,google,desktop,Japan,35.1,6,2025-01-14 14:37:00
2025-01-14,397,sess_1034,home,google,mobile,UK,66.3,6,2025-01-14 17:31:00
2025-01-14,184,sess_433,contact,google,desktop,Other,23.2,7,2025-01-14 18:49:00
2025-01-14,382,sess_441,home,facebook,mobile,USA,320.9,8,2025-01-14 20:12:00
2025-01-14,147,sess_241,contact,direct,desktop,China,172.3,8,2025-01-14 20:20:00
2025-01-14,270,sess_292,blog,linkedin,desktop,France,367.7,5,2025-01-14 21:06:00
2025-01-14,239,sess_48,about,email,desktop,Germany,187.7,6,2025-01-14 21:14:00
2025-01-14,237,sess_474,home,google,desktop,China,6.5,7,2025-01-14 21:38:00
2025-01-14,166,sess_674,product,facebook,tablet,China,217.0,6,2025-01-14 22:27:00
2025-01-14,120,sess_732,checkout,direct,desktop,USA,135.0,6,2025-01-14 22:56:00
2025-01-14,188,sess_56,product,google,desktop,Germany,73.3,3,2025-01-14 23:17:00
2025-01-14,271,sess_126,blog,facebook,desktop,UK,320.4,8,2025-01-14 23:51:00
2025-01-15,196,sess_1017,product,direct,desktop,China,34.1,7,2025-01-15 01:58:00
2025-01-15,158,sess_184,product,direct,mobile,China,233.7,8,2025-01-15 02:00:00
2025-01-15,131,sess_1067,contact,google,mobile,France,151.1,7,2025-01-15 02:19:00
2025-01-15,351,sess_383,cart,google,mobile,UK,12.9,7,2025-01-15 02:41:00
2025-01-15,350,sess_607,home,direct,mobile,UK,22.7,7,2025-01-15 03:05:00
2025-01-15,283,sess_28,product,email,mobile,USA,178.1,5,2025-01-15 06:22:00
2025-01-15,372,sess_265,home,direct,mobile,China,9.6,8,2025-01-15 08:58:00
2025-01-15,20,sess_779,blog,google,desktop,China,157.2,10,2025-01-15 09:01:00
2025-01-15,216,sess_1063,home,google,desktop,USA,249.7,5,2025-01-15 09:24:00
2025-01-15,141,sess_622,home,twitter,desktop,USA,109.9,9,2025-01-15 11:33:00
2025-01-15,57,sess_535,home,facebook,desktop,China,27.3,2,2025-01-15 12:01:00
2025-01-15,35,sess_925,contact,direct,mobile,China,264.6,5,2025-01-15 14:51:00
2025-01-15,360,sess_508,product,direct,desktop,UK,323.1,7,2025-01-15 15:22:00
2025-01-15,56,sess_552,cart,linkedin,mobile,France,5.0,7,2025-01-15 15:36:00
2025-01-15,223,sess_93,home,twitter,desktop,China,66.8,8,2025-01-15 15:40:00
2025-01-15,397,sess_1152,checkout,direct,desktop,USA,23.7,4,2025-01-15 15:47:00
2025-01-15,249,sess_508,product,google,mobile,USA,26.4,7,2025-01-15 16:53:00
2025-01-15,257,sess_439,home,direct,mobile,China,73.4,4,2025-01-15 17:28:00
2025-01-15,366,sess_608,about,twitter,tablet,Germany,27.1,9,2025-01-15 17:32:00
2025-01-15,313,sess_429,checkout,direct,desktop,Japan,417.8,5,2025-01-15 17:52:00
2025-01-15,140,sess_1119,checkout,direct,desktop,Japan,11.3,6,2025-01-15 19:34:00
2025-01-15,170,sess_601,home,direct,desktop,Germany,42.2,8,2025-01-15 22:19:00
2025-01-15,184,sess_759,blog,direct,desktop,China,136.1,5,2025-01-15 22:19:00
2025-01-15,160,sess_367,home,facebook,mobile,UK,179.5,7,2025-01-15 23:37:00
2025-01-16,35,sess_1188,blog,direct,tablet,France,105.1,4,2025-01-16 00:02:00
2025-01-16,213,sess_1118,checkout,facebook,desktop,Japan,205.0,5,2025-01-16 00:39:00
2025-01-16,109,sess_731,cart,direct,mobile,Germany,102.5,3,2025-01-16 00:54:00
2025-01-16,21,sess_159,home,linkedin,mobile,China,350.3,3,2025-01-16 00:57:00
2025-01-16,385,sess_882,cart,google,mobile,USA,37.6,4,2025-01-16 01:03:00
2025-01-16,241,sess_525,home,email,tablet,Japan,5.0,7,2025-01-16 01:58:00
2025-01-16,8,sess_762,contact,google,desktop,UK,50.8,4,2025-01-16 02:21:00
2025-01-16,368,sess_347,cart,linkedin,desktop,Japan,202.2,3,2025-01-16 02:24:00
2025-01-16,158,sess_423,product,email,mobile,USA,218.5,5,2025-01-16 02:48:00
2025-01-16,8,sess_780,contact,google,mobile,UK,100.9,10,2025-01-16 03:10:00
2025-01-16,160,sess_1086,product,facebook,mobile,China,87.7,5,2025-01-16 03:34:00
2025-01-16,156,sess_857,about,facebook,mobile,Japan,164.8,4,2025-01-16 06:17:00
2025-01-16,214,sess_162,checkout,direct,desktop,China,424.0,8,2025-01-16 06:45:00
2025-01-16,103,sess_245,cart,google,mobile,China,43.5,4,2025-01-16 08:35:00
2025-01-16,320,sess_827,product,google,desktop,UK,82.8,7,2025-01-16 08:56:00
2025-01-16,177,sess_597,product,google,desktop,Japan,170.2,3,2025-01-16 09:34:00
2025-01-16,358,sess_471,product,google,mobile,France,44.5,3,2025-01-16 09:46:00
2025-01-16,161,sess_48,cart,direct,mobile,Japan,35.7,10,2025-01-16 10:38:00
2025-01-16,208,sess_865,blog,direct,mobile,Other,52.9,12,2025-01-16 10:41:00
2025-01-16,137,sess_613,checkout,linkedin,desktop,China,27.4,8,2025-01-16 13:39:00
2025-01-16,342,sess_463,home,google,desktop,USA,41.3,4,2025-01-16 14:03:00
2025-01-16,13,sess_21,checkout,facebook,mobile,UK,35.6,8,2025-01-16 14:04:00
2025-01-16,114,sess_239,home,linkedin,desktop,USA,405.4,6,2025-01-16 17:21:00
2025-01-16,173,sess_959,product,google,mobile,China,245.9,6,2025-01-16 17:55:00
2025-01-16,88,sess_518,home,direct,desktop,Japan,85.0,3,2025-01-16 18:46:00
2025-01-16,193,sess_385,home,email,desktop,UK,79.2,3,2025-01-16 19:06:00
2025-01-16,180,sess_519,product,google,desktop,USA,51.1,11,2025-01-16 19:29:00
2025-01-16,44,sess_335,cart,facebook,desktop,USA,65.5,6,2025-01-16 19:57:00
2025-01-16,279,sess_771,home,facebook,mobile,UK,97.0,5,2025-01-16 22:26:00
2025-01-16,356,sess_762,cart,linkedin,tablet,China,17.0,5,2025-01-16 22:59:00
2025-01-16,148,sess_711,home,direct,desktop,Germany,22.8,5,2025-01-16 23:00:00
2025-01-16,224,sess_366,product,direct,desktop,Germany,93.7,9,2025-01-16 23:53:00
2025-01-16,215,sess_226,contact,google,desktop,UK,163.4,5,2025-01-16 23:56:00
2025-01-17,7,sess_897,about,google,mobile,USA,14.0,4,2025-01-17 02:44:00
2025-01-17,358,sess_441,about,email,desktop,UK,256.7,8,2025-01-17 02:48:00
2025-01-17,329,sess_532,cart,facebook,mobile,Japan,12.5,6,2025-01-17 04:49:00
2025-01-17,282,sess_238,about,google,desktop,USA,171.7,4,2025-01-17 05:02:00
2025-01-17,128,sess_921,product,google,desktop,China,180.4,5,2025-01-17 05:26:00
2025-01-17,118,sess_457,home,google,mobile,France,97.8,11,2025-01-17 07:07:00
2025-01-17,280,sess_1002,home,direct,desktop,Other,34.0,6,2025-01-17 11:14:00
2025-01-17,236,sess_206,product,facebook,desktop,China,403.6,6,2025-01-17 11:26:00
2025-01-17,213,sess_366,product,direct,mobile,China,600.0,4,2025-01-17 13:28:00
2025-01-17,285,sess_589,cart,linkedin,mobile,UK,359.0,7,2025-01-17 14:26:00
2025-01-17,118,sess_619,product,google,desktop,USA,137.8,9,2025-01-17 14:57:00
2025-01-17,343,sess_253,product,linkedin,tablet,USA,519.4,5,2025-01-17 15:05:00
2025-01-17,109,sess_816,contact,linkedin,mobile,UK,349.7,3,2025-01-17 15:55:00
2025-01-17,310,sess_270,about,google,mobile,China,17.0,8,2025-01-17 16:43:00
2025-01-17,162,sess_398,product,direct,desktop,China,102.2,6,2025-01-17 18:13:00
2025-01-17,365,sess_1072,contact,twitter,mobile,Other,227.0,8,2025-01-17 19:55:00
2025-01-17,33,sess_429,checkout,google,desktop,China,46.9,3,2025-01-17 20:53:00
2025-01-17,31,sess_163,home,google,desktop,USA,113.9,6,2025-01-17 21:17:00
2025-01-17,13,sess_135,product,email,mobile,China,301.6,7,2025-01-17 21:43:00
2025-01-17,218,sess_895,product,facebook,mobile,USA,98.6,7,2025-01-17 22:34:00
2025-01-17,209,sess_338,home,facebook,desktop,USA,15.1,9,2025-01-17 23:58:00
2025-01-18,156,sess_628,cart,google,desktop,France,49.6,6,2025-01-18 00:36:00
2025-01-18,203,sess_538,product,email,mobile,Germany,177.4,6,2025-01-18 02:50:00
2025-01-18,234,sess_831,cart,email,desktop,France,91.9,3,2025-01-18 02:54:00
2025-01-18,129,sess_850,home,direct,desktop,USA,69.2,6,2025-01-18 03:00:00
2025-01-18,71,sess_593,home,facebook,desktop,USA,185.6,7,2025-01-18 04:06:00
2025-01-18,39,sess_15,cart,facebook,tablet,USA,25.7,9,2025-01-18 04:55:00
2025-01-18,5,sess_150,cart,google,mobile,China,592.3,6,2025-01-18 05:40:00
2025-01-18,183,sess_306,product,google,mobile,France,262.8,5,2025-01-18 07:58:00
2025-01-18,311,sess_344,product,direct,tablet,Japan,5.3,5,2025-01-18 08:00:00
2025-01-18,178,sess_804,product,google,mobile,USA,117.8,7,2025-01-18 09:18:00
2025-01-18,158,sess_608,product,google,tablet,China,112.2,3,2025-01-18 12:28:00
2025-01-18,339,sess_973,contact,facebook,tablet,China,7.4,6,2025-01-18 12:45:00
2025-01-18,169,sess_650,home,google,mobile,UK,61.6,4,2025-01-18 16:01:00
2025-01-18,178,sess_843,cart,twitter,desktop,USA,66.6,6,2025-01-18 18:37:00
2025-01-18,354,sess_662,contact,google,desktop,USA,11.9,5,2025-01-18 19:36:00
2025-01-18,123,sess_239,cart,twitter,desktop,USA,123.7,7,2025-01-18 20:05:00
2025-01-18,94,sess_729,blog,direct,mobile,Other,94.2,2,2025-01-18 22:15:00
2025-01-18,228,sess_272,cart,direct,desktop,China,26.0,5,2025-01-18 23:14:00
2025-01-19,273,sess_485,product,google,desktop,China,295.6,5,2025-01-19 01:52:00
2025-01-19,358,sess_123,product,twitter,mobile,UK,12.3,5,2025-01-19 03:49:00
2025-01-19,62,sess_661,product,direct,desktop,Germany,133.8,3,2025-01-19 04:00:00
2025-01-19,70,sess_557,product,google,mobile,China,53.6,4,2025-01-19 05:32:00
2025-01-19,91,sess_166,product,linkedin,desktop,Japan,13.1,8,2025-01-19 06:08:00
2025-01-19,61,sess_582,home,email,desktop,Other,183.0,6,2025-01-19 06:43:00
2025-01-19,388,sess_366,home,google,desktop,USA,139.9,13,2025-01-19 07:13:00
2025-01-19,206,sess_172,contact,google,desktop,China,229.6,9,2025-01-19 08:06:00
2025-01-19,275,sess_1040,product,google,mobile,USA,8.1,7,2025-01-19 10:07:00
2025-01-19,261,sess_274,product,google,desktop,Japan,303.9,6,2025-01-19 10:55:00
2025-01-19,30,sess_526,home,google,mobile,Germany,177.8,7,2025-01-19 11:11:00
2025-01-19,341,sess_286,home,direct,desktop,France,229.7,7,2025-01-19 12:11:00
2025-01-19,320,sess_60,product,google,desktop,USA,325.3,5,2025-01-19 12:25:00
2025-01-19,65,sess_973,cart,google,desktop,USA,186.9,8,2025-01-19 12:49:00
2025-01-19,5,sess_663,product,facebook,desktop,USA,205.2,4,2025-01-19 13:09:00
2025-01-19,103,sess_1066,home,google,desktop,China,94.9,6,2025-01-19 14:29:00
2025-01-19,399,sess_1112,contact,facebook,mobile,France,5.0,7,2025-01-19 15:28:00
2025-01-19,157,sess_22,home,facebook,desktop,China,72.6,7,2025-01-19 18:13:00
2025-01-19,133,sess_56,home,twitter,mobile,China,23.1,6,2025-01-19 18:21:00
2025-01-19,213,sess_941,product,google,desktop,China,107.9,8,2025-01-19 20:06:00
2025-01-19,54,sess_559,home,google,desktop,China,311.4,5,2025-01-19 23:03:00
2025-01-20,154,sess_915,cart,facebook,mobile,USA,24.2,6,2025-01-20 00:02:00
2025-01-20,154,sess_532,product,facebook,desktop,UK,67.9,11,2025-01-20 00:18:00
2025-01-20,16,sess_936,checkout,facebook,mobile,USA,8.0,7,2025-01-20 02:38:00
2025-01-20,220,sess_540,checkout,facebook,desktop,China,54.3,4,2025-01-20 04:32:00
2025-01-20,153,sess_523,home,facebook,desktop,Other,39.8,5,2025-01-20 05:22:00
2025-01-20,127,sess_281,product,google,mobile,USA,90.9,10,2025-01-20 08:48:00
2025-01-20,169,sess_503,home,facebook,desktop,China,270.1,7,2025-01-20 08:52:00
2025-01-20,221,sess_1162,product,facebook,mobile,France,15.7,8,2025-01-20 09:07:00
2025-01-20,277,sess_537,home,google,desktop,UK,138.0,4,2025-01-20 10:39:00
2025-01-20,305,sess_817,home,facebook,desktop,USA,90.9,5,2025-01-20 12:00:00
2025-01-20,119,sess_52,home,google,mobile,China,99.3,5,2025-01-20 13:38:00
2025-01-20,254,sess_573,home,direct,mobile,Germany,172.2,8,2025-01-20 15:54:00
2025-01-20,307,sess_273,home,google,mobile,USA,39.4,7,2025-01-20 16:26:00
2025-01-20,393,sess_391,product,email,desktop,USA,247.5,7,2025-01-20 16:39:00
2025-01-20,168,sess_688,cart,direct,tablet,China,57.8,10,2025-01-20 17:08:00
2025-01-20,160,sess_963,product,direct,tablet,UK,5.0,4,2025-01-20 18:14:00
2025-01-20,305,sess_661,product,google,desktop,China,110.8,6,2025-01-20 19:47:00
2025-01-20,262,sess_979,home,google,desktop,USA,326.5,11,2025-01-20 20:45:00
2025-01-20,248,sess_14,home,linkedin,desktop,Japan,264.0,4,2025-01-20 21:09:00
2025-01-20,7,sess_967,home,google,desktop,China,91.2,7,2025-01-20 21:33:00
2025-01-21,147,sess_646,checkout,google,tablet,USA,124.3,5,2025-01-21 00:13:00
2025-01-21,210,sess_165,cart,google,mobile,China,29.8,6,2025-01-21 00:18:00
2025-01-21,141,sess_852,about,twitter,mobile,China,323.4,6,2025-01-21 00:26:00
2025-01-21,175,sess_118,home,facebook,mobile,China,34.4,6,2025-01-21 00:51:00
2025-01-21,310,sess_29,product,google,mobile,China,127.2,5,2025-01-21 01:41:00
2025-01-21,44,sess_653,home,linkedin,desktop,France,169.0,6,2025-01-21 02:49:00
2025-01-21,84,sess_884,product,direct,mobile,USA,7.9,6,2025-01-21 08:16:00
2025-01-21,133,sess_643,product,facebook,desktop,UK,5.0,7,2025-01-21 08:56:00
2025-01-21,21,sess_927,cart,linkedin,desktop,Japan,56.8,5,2025-01-21 10:23:00
2025-01-21,68,sess_800,product,facebook,desktop,China,227.3,8,2025-01-21 10:34:00
2025-01-21,104,sess_339,contact,linkedin,desktop,UK,170.0,8,2025-01-21 10:36:00
2025-01-21,361,sess_1117,about,google,mobile,USA,48.6,8,2025-01-21 10:48:00
2025-01-21,228,sess_806,home,email,desktop,USA,93.5,5,2025-01-21 13:37:00
2025-01-21,248,sess_834,product,facebook,mobile,Other,196.9,4,2025-01-21 13:54:00
2025-01-21,389,sess_592,home,email,mobile,UK,16.6,7,2025-01-21 14:56:00
2025-01-21,59,sess_562,contact,facebook,desktop,UK,60.6,7,2025-01-21 15:26:00
2025-01-21,280,sess_612,home,facebook,mobile,USA,143.5,7,2025-01-21 15:36:00
2025-01-21,183,sess_1093,contact,facebook,tablet,UK,6.9,8,2025-01-21 15:39:00
2025-01-21,63,sess_483,product,direct,mobile,USA,251.0,3,2025-01-21 16:27:00
2025-01-21,311,sess_925,home,direct,desktop,Other,600.0,5,2025-01-21 19:52:00
2025-01-21,154,sess_1094,product,google,desktop,Germany,22.6,5,2025-01-21 21:48:00
2025-01-21,391,sess_7,contact,linkedin,mobile,China,24.8,6,2025-01-21 22:21:00
2025-01-21,231,sess_130,blog,google,mobile,UK,396.0,9,2025-01-21 22:33:00
2025-01-22,377,sess_398,home,google,desktop,UK,262.8,8,2025-01-22 01:24:00
2025-01-22,354,sess_658,blog,facebook,mobile,China,19.7,5,2025-01-22 01:29:00
2025-01-22,319,sess_608,about,google,mobile,UK,243.4,8,2025-01-22 01:33:00
2025-01-22,73,sess_1056,home,facebook,mobile,China,26.4,5,2025-01-22 01:57:00
2025-01-22,305,sess_826,home,google,mobile,France,187.0,7,2025-01-22 02:22:00
2025-01-22,114,sess_76,product,facebook,desktop,Japan,55.9,3,2025-01-22 02:45:00
2025-01-22,378,sess_1114,checkout,linkedin,mobile,UK,11.0,6,2025-01-22 04:05:00
2025-01-22,364,sess_1174,contact,facebook,mobile,USA,145.3,3,2025-01-22 04:16:00
2025-01-22,247,sess_988,home,direct,desktop,UK,198.6,7,2025-01-22 04:37:00
2025-01-22,360,sess_1080,about,direct,desktop,China,181.8,8,2025-01-22 05:47:00
2025-01-22,302,sess_571,product,facebook,mobile,China,220.2,5,2025-01-22 05:52:00
2025-01-22,63,sess_844,cart,twitter,desktop,Germany,81.2,5,2025-01-22 06:41:00
2025-01-22,181,sess_702,product,google,mobile,China,118.8,3,2025-01-22 09:09:00
2025-01-22,85,sess_114,checkout,google,desktop,China,141.6,5,2025-01-22 09:52:00
2025-01-22,201,sess_149,checkout,facebook,mobile,UK,61.2,4,2025-01-22 10:23:00
2025-01-22,182,sess_780,home,direct,desktop,China,24.8,5,2025-01-22 10:26:00
2025-01-22,153,sess_41,home,direct,mobile,USA,140.6,5,2025-01-22 10:36:00
2025-01-22,47,sess_709,home,direct,desktop,UK,221.2,4,2025-01-22 11:04:00
2025-01-22,314,sess_548,cart,google,desktop,UK,113.5,5,2025-01-22 13:10:00
2025-01-22,262,sess_710,home,direct,mobile,UK,429.3,6,2025-01-22 17:17:00
2025-01-22,293,sess_1005,product,direct,desktop,USA,59.0,8,2025-01-22 17:34:00
2025-01-22,275,sess_1112,checkout,direct,desktop,USA,5.0,5,2025-01-22 20:32:00
2025-01-22,391,sess_405,cart,facebook,desktop,China,600.0,4,2025-01-22 20:44:00
2025-01-22,112,sess_314,cart,google,desktop,China,14.4,4,2025-01-22 22:25:00
2025-01-23,83,sess_790,cart,google,tablet,China,44.5,7,2025-01-23 01:40:00
2025-01-23,275,sess_888,cart,facebook,mobile,UK,97.3,7,2025-01-23 01:48:00
2025-01-23,43,sess_669,product,email,tablet,China,7.7,6,2025-01-23 03:25:00
2025-01-23,241,sess_185,home,direct,desktop,China,66.9,7,2025-01-23 04:03:00
2025-01-23,391,sess_769,product,email,mobile,UK,96.3,9,2025-01-23 04:29:00
2025-01-23,187,sess_27,blog,google,desktop,Germany,41.1,9,2025-01-23 05:18:00
2025-01-23,287,sess_491,home,google,mobile,China,270.1,10,2025-01-23 07:38:00
2025-01-23,216,sess_686,home,direct,mobile,China,40.2,7,2025-01-23 07:54:00
2025-01-23,177,sess_1154,product,google,desktop,China,160.9,8,2025-01-23 08:37:00
2025-01-23,45,sess_6,checkout,google,mobile,USA,123.5,7,2025-01-23 10:01:00
2025-01-23,21,sess_485,product,direct,mobile,Germany,25.9,9,2025-01-23 13:28:00
2025-01-23,284,sess_6,home,google,mobile,China,558.3,7,2025-01-23 14:10:00
2025-01-23,288,sess_585,cart,google,desktop,China,33.5,6,2025-01-23 17:06:00
2025-01-23,197,sess_444,contact,google,desktop,China,250.9,9,2025-01-23 17:14:00
2025-01-23,379,sess_917,home,facebook,desktop,UK,18.1,5,2025-01-23 19:03:00
2025-01-23,383,sess_171,home,google,mobile,China,16.6,9,2025-01-23 19:09:00
2025-01-23,31,sess_190,about,email,tablet,Japan,128.5,5,2025-01-23 22:13:00
2025-01-23,164,sess_297,contact,twitter,desktop,USA,67.4,5,2025-01-23 23:54:00
2025-01-24,214,sess_622,product,facebook,desktop,Japan,45.4,8,2025-01-24 02:39:00
2025-01-24,93,sess_1043,contact,google,mobile,USA,170.4,11,2025-01-24 03:08:00
2025-01-24,138,sess_814,contact,email,mobile,USA,52.3,6,2025-01-24 03:39:00
2025-01-24,13,sess_148,product,google,mobile,China,53.8,5,2025-01-24 05:07:00
2025-01-24,218,sess_1009,product,twitter,mobile,China,40.9,6,2025-01-24 05:08:00
2025-01-24,30,sess_490,contact,google,mobile,China,107.4,6,2025-01-24 07:44:00
2025-01-24,311,sess_1114,contact,google,desktop,USA,72.2,6,2025-01-24 08:43:00
2025-01-24,17,sess_502,home,facebook,desktop,USA,149.6,5,2025-01-24 09:31:00
2025-01-24,290,sess_161,product,twitter,tablet,China,82.8,12,2025-01-24 11:40:00
2025-01-24,395,sess_876,product,google,mobile,China,19.3,10,2025-01-24 12:15:00
2025-01-24,53,sess_493,checkout,email,desktop,China,5.0,3,2025-01-24 17:03:00
2025-01-24,370,sess_253,cart,facebook,desktop,China,7.6,6,2025-01-24 20:33:00
2025-01-25,88,sess_1,about,facebook,desktop,UK,191.9,3,2025-01-25 01:29:00
2025-01-25,285,sess_351,home,google,desktop,USA,136.2,2,2025-01-25 01:50:00
2025-01-25,79,sess_1122,home,google,desktop,France,92.1,7,2025-01-25 01:57:00
2025-01-25,73,sess_123,contact,google,mobile,France,336.1,9,2025-01-25 02:33:00
2025-01-25,245,sess_301,about,google,mobile,USA,107.4,7,2025-01-25 02:35:00
2025-01-25,264,sess_522,checkout,google,mobile,USA,124.8,5,2025-01-25 03:57:00
2025-01-25,116,sess_590,home,google,desktop,USA,226.0,5,2025-01-25 06:16:00
2025-01-25,279,sess_919,checkout,google,desktop,China,222.9,8,2025-01-25 06:44:00
2025-01-25,334,sess_1169,home,direct,desktop,China,42.1,5,2025-01-25 07:52:00
2025-01-25,204,sess_554,blog,facebook,desktop,France,32.7,10,2025-01-25 08:57:00
2025-01-25,283,sess_78,product,google,desktop,China,16.2,9,2025-01-25 11:47:00
2025-01-25,317,sess_930,checkout,google,desktop,Other,600.0,6,2025-01-25 12:13:00
2025-01-25,294,sess_1184,cart,google,desktop,UK,185.6,7,2025-01-25 12:50:00
2025-01-25,327,sess_267,product,direct,desktop,Germany,346.9,3,2025-01-25 13:32:00
2025-01-25,331,sess_1122,home,facebook,mobile,USA,87.5,8,2025-01-25 14:36:00
2025-01-25,124,sess_209,contact,direct,tablet,France,5.2,4,2025-01-25 15:35:00
2025-01-25,315,sess_571,cart,direct,tablet,Other,53.8,7,2025-01-25 17:26:00
2025-01-25,295,sess_478,product,facebook,desktop,USA,137.8,8,2025-01-25 19:13:00
2025-01-25,359,sess_495,about,email,mobile,Other,213.4,6,2025-01-25 20:04:00
2025-01-25,357,sess_197,cart,direct,tablet,China,12.3,5,2025-01-25 20:25:00
2025-01-25,252,sess_220,cart,direct,desktop,France,38.1,9,2025-01-25 20:56:00
2025-01-26,365,sess_880,contact,google,desktop,Japan,495.1,5,2025-01-26 00:53:00
2025-01-26,321,sess_111,home,facebook,desktop,China,5.0,10,2025-01-26 02:34:00
2025-01-26,65,sess_725,product,facebook,desktop,Germany,37.2,5,2025-01-26 02:39:00
2025-01-26,22,sess_889,home,email,tablet,USA,147.2,3,2025-01-26 05:09:00
2025-01-26,201,sess_972,contact,facebook,mobile,China,5.4,6,2025-01-26 09:17:00
2025-01-26,218,sess_1168,about,google,mobile,USA,28.5,5,2025-01-26 10:14:00
2025-01-26,72,sess_210,home,email,mobile,China,82.0,5,2025-01-26 12:29:00
2025-01-26,297,sess_462,home,facebook,desktop,China,25.1,6,2025-01-26 13:20:00
2025-01-26,81,sess_616,about,facebook,desktop,USA,79.4,8,2025-01-26 14:45:00
2025-01-26,385,sess_371,home,google,desktop,UK,14.0,5,2025-01-26 17:30:00
2025-01-26,357,sess_1100,product,email,desktop,UK,78.7,9,2025-01-26 18:07:00
2025-01-26,1,sess_700,home,twitter,desktop,Germany,319.1,3,2025-01-26 18:11:00
2025-01-26,315,sess_1176,product,facebook,tablet,China,64.7,4,2025-01-26 18:23:00
2025-01-26,307,sess_508,product,direct,mobile,Germany,94.1,6,2025-01-26 19:59:00
2025-01-26,285,sess_44,blog,facebook,desktop,China,430.2,5,2025-01-26 21:29:00
2025-01-27,55,sess_609,cart,direct,mobile,UK,15.9,8,2025-01-27 02:16:00
2025-01-27,344,sess_139,cart,facebook,mobile,China,182.2,3,2025-01-27 05:03:00
2025-01-27,247,sess_276,home,google,mobile,USA,62.2,7,2025-01-27 05:58:00
2025-01-27,252,sess_1084,product,email,desktop,Other,93.5,7,2025-01-27 06:06:00
2025-01-27,179,sess_1174,blog,direct,desktop,USA,35.9,3,2025-01-27 07:21:00
2025-01-27,291,sess_130,product,direct,mobile,France,538.6,6,2025-01-27 07:29:00
2025-01-27,101,sess_134,product,google,desktop,China,235.8,7,2025-01-27 08:18:00
2025-01-27,99,sess_423,cart,google,desktop,China,25.2,5,2025-01-27 11:01:00
2025-01-27,68,sess_405,product,google,mobile,USA,145.8,5,2025-01-27 13:29:00
2025-01-27,174,sess_222,home,twitter,mobile,UK,419.1,4,2025-01-27 14:22:00
2025-01-27,107,sess_3,blog,facebook,mobile,China,70.5,5,2025-01-27 15:08:00
2025-01-27,250,sess_59,checkout,direct,desktop,UK,67.0,5,2025-01-27 18:09:00
2025-01-27,162,sess_498,cart,google,desktop,Germany,59.6,11,2025-01-27 19:06:00
2025-01-27,29,sess_1066,home,direct,desktop,UK,39.7,3,2025-01-27 19:37:00
2025-01-27,23,sess_908,product,google,desktop,France,77.0,6,2025-01-27 21:40:00
2025-01-28,308,sess_1107,product,google,mobile,USA,75.0,6,2025-01-28 00:16:00
2025-01-28,316,sess_206,home,direct,mobile,UK,57.2,8,2025-01-28 01:12:00
2025-01-28,312,sess_1095,home,google,mobile,China,32.5,12,2025-01-28 03:01:00
2025-01-28,171,sess_411,checkout,google,mobile,UK,5.0,6,2025-01-28 08:25:00
2025-01-28,390,sess_155,home,google,mobile,France,73.5,6,2025-01-28 08:40:00
2025-01-28,197,sess_950,home,facebook,mobile,USA,107.9,4,2025-01-28 09:24:00
2025-01-28,256,sess_594,product,linkedin,desktop,UK,5.0,4,2025-01-28 14:48:00
2025-01-28,393,sess_566,about,linkedin,desktop,China,17.4,5,2025-01-28 16:32:00
